heart_rate,activity_level,anomaly
73.2638589668703,1,0
53.05432140268635,2,0
58.503654596723294,1,0
55.64846448278362,0,0
78.49263728479342,2,0
66.72294757012435,1,0
64.0746183624111,1,0
52.30083925554683,0,0
65.39249191291817,0,0
53.25667339342624,0,0
60.31830558274351,2,0
53.64153921621119,2,0
66.764332949465,1,0
65.76590816614942,1,0
57.91701244422005,2,0
63.96006712661645,1,0
49.06938491269494,2,0
45.087424072943946,1,1
64.39391701264537,2,0
61.66673495372529,1,0
66.35031436892106,1,0
83.83144774863942,2,0
69.44479486990414,0,0
50.87177774555842,2,0
71.17016288095853,2,0
46.84092589488479,0,0
55.38415395185291,1,0
59.317583946753686,0,0
77.13342721649366,0,0
52.5524517795156,0,0
51.73561461340986,1,0
59.01547475574568,2,0
53.365217136378924,0,0
71.26635922106507,1,0
49.200684916365766,1,0
48.52531347588898,2,0
55.62179955255566,2,0
55.01967549307695,0,0
79.29532053816986,1,0
69.49420806925761,2,0
60.87551241385191,0,0
47.74564481169832,1,1
68.44362976401547,1,0
49.997846526104354,2,0
44.55228903222388,1,0
71.88029792352302,1,0
63.1694261192485,2,0
69.20858823780819,1,0
63.187276529430214,1,0
68.56830611902691,0,0
53.48974406699853,1,0
49.657571582155356,2,0
66.81594518281626,1,0
51.965903358261585,2,0
53.10450222249799,2,0
55.44467496482657,1,0
60.174791590250564,2,0
56.46006088746516,0,0
46.25048706581981,2,0
53.5638159716711,0,0
37.765968477755735,2,0
66.25231451027187,1,0
43.979423443932525,2,0
48.956166605715495,2,1
60.52165079260974,2,0
52.60437003608687,0,0
75.43014595406736,0,0
47.07143090276551,0,0
62.670508693491826,0,1
59.607171817725046,0,0
48.31906502258803,1,0
65.23276660531754,2,0
58.28453668777752,2,0
67.71790551213667,1,0
68.23504153963731,1,0
81.6323594928069,1,0
73.36527949436392,1,0
56.30818162057557,0,0
57.60620822424074,2,0
70.99659595887113,1,0
66.55263730722598,1,1
66.40131526097592,2,0
43.830439556891655,1,1
59.75673875601064,0,1
52.61969090794311,0,0
62.79924599043238,0,0
59.01849610357042,1,0
69.10178908092593,2,0
63.17218215191302,1,0
67.86327962108976,2,0
55.33580903264057,0,0
50.555537440817496,0,0
55.899503067974514,2,0
59.82979586138559,1,0
63.791517355550816,1,0
82.59308950690851,1,0
59.577428483393575,0,0
50.44054999507223,1,0
56.540182243006136,2,0
55.36404025353906,1,0
64.81481473773462,1,0
44.592029855553754,2,0
60.632619942003316,2,1
61.56506537965375,0,0
62.32181036200276,0,0
54.026839310346375,1,0
57.62078270263993,1,0
45.75939091017469,0,0
55.066801166378056,1,0
54.57138523983282,1,0
64.16050046261425,2,0
48.438175681780876,1,0
67.81198101709994,2,0
74.94484544491368,0,1
39.30014974986467,1,1
64.262587307781,2,0
66.76908035030246,2,0
53.625629744477706,2,0
56.02728185671202,2,1
58.671194224130446,1,0
57.02209120598272,0,0
56.90987030952878,2,0
43.23996193670023,0,0
71.5233156478312,2,0
70.79618592036822,2,0
51.86635740795797,2,0
45.33575672197486,0,0
65.21064876452759,0,0
54.242120301869335,0,0
61.4195316332078,1,0
56.806715828549045,0,0
66.91538751070186,1,0
66.94749143656006,1,0
52.74402621536416,0,0
46.166360446049445,2,0
44.170616026649185,2,0
66.10379379107205,1,0
48.111407422159715,2,1
54.93183645701313,2,0
54.03685961549492,1,0
59.47432703730454,0,1
40.637201941534926,1,0
61.887785967938285,0,0
65.23891023834206,0,0
60.88422087044661,1,0
56.89113828301528,2,0
60.97400166268783,0,0
63.9904634564013,1,0
32.2740724357335,1,0
79.55912308250694,1,0
63.90093322687927,0,0
53.4759141761298,2,0
56.09046624812399,2,0
64.93741777349189,1,0
58.83896060965633,0,0
39.693155322185056,2,0
80.6449286135932,1,0
58.894593427675275,2,1
70.201727117158,2,0
53.079501522156086,0,0
75.36377054245798,1,0
62.8634368889228,2,0
66.08843834475451,2,0
49.547466338530455,0,0
72.111452896827,0,0
66.89818164534789,2,0
73.01846229564998,0,0
53.71912440358421,0,0
55.18972881539212,1,0
83.03916697683943,1,0
49.39984177278453,2,0
58.64050299321679,2,0
71.36891362602695,2,0
60.977249677148556,0,0
65.82953679753294,1,0
56.005509707371246,2,0
63.700558878475185,1,0
46.93473148264683,0,0
76.58130679618188,1,0
58.818359548714305,0,0
53.1982179600315,2,0
66.66383082031915,0,0
55.39280212611447,0,0
46.65741528597246,0,0
46.53282494202445,0,0
66.93773152690133,2,1
58.40426561853733,1,0
58.662984403315605,2,0
70.77743805976263,2,0
48.73174191243257,0,0
52.69322247135175,2,0
56.15120190818725,0,0
60.94351589317074,1,0
59.57828548709421,0,0
57.13112807610092,1,0
59.38373597904353,2,0
58.92694723708826,0,0
52.80395611448207,1,0
51.870070114459224,2,0
62.745163577239396,1,0
51.09084917004472,0,0
48.42644740809146,1,0
56.87707748874307,1,0
58.42332983836184,1,0
82.56723497298209,2,1
52.952997241437664,1,0
69.43260724969495,1,0
67.47188334204631,1,0
48.11055044796264,1,0
67.73252977402599,0,0
48.16119359806682,0,0
33.40827762003259,2,0
66.06319524359381,1,1
42.44109416562281,2,0
64.50934461805915,1,0
53.15989102262783,0,0
76.59550796189872,1,0
70.6850939931601,2,0
55.46614196148612,1,0
53.12162388971318,0,0
47.8592259690588,2,0
55.59077367707408,1,0
57.19644504815491,0,0
56.35306455608315,1,0
61.56703855272364,0,1
65.78521497728879,2,0
63.49654456993174,2,0
52.35856076093557,1,0
45.62208526198422,0,0
73.64531848102472,2,0
53.105508154500626,1,0
53.47706400064981,1,0
54.78810687698889,1,0
41.56930449843351,0,0
55.22025995959513,1,0
55.203441859920524,0,0
66.20358298343513,1,0
66.98457149107335,0,0
60.037708890862696,1,0
69.31848374114304,1,0
63.39964983801262,0,0
59.84317888397445,2,0
61.60928168298223,2,0
58.093465064186006,2,0
56.0515048596655,0,0
57.322664631060334,2,0
48.71988668529993,1,0
62.80441705316296,0,1
50.06876389070419,2,0
68.41631264073636,1,0
57.50541419839051,1,0
60.494949816500906,0,0
64.93836776280956,2,0
66.43314465062927,1,0
44.293765913665474,2,0
57.930963238360285,1,0
68.80178912080783,1,1
43.01894180567746,0,0
63.87280475395063,2,0
37.444357705978106,1,0
49.77493156364396,2,0
60.38630551840188,2,0
43.43284897678046,2,0
50.1448926231585,0,0
45.281649925364135,1,0
76.4813493220756,2,0
61.64227755487334,0,0
65.67290277852669,2,0
57.77324899484846,0,0
56.46568251242801,2,0
43.83525811348967,2,0
57.08162637252137,2,0
52.38507788188377,0,0
68.57923924292336,0,0
71.41101866657573,1,0
74.66578715574178,1,0
68.52551939461232,0,0
54.01346063077014,1,0
48.84103014039606,0,0
67.66663181645086,0,0
63.56292817472289,0,0
42.314615493229695,1,0
63.55481792743769,2,0
68.14519822487867,1,0
60.5892558918163,2,0
58.149463289906585,1,0
51.923515123836445,2,0
45.53465300436612,2,0
68.00297949340028,0,0
56.908855552282915,1,0
57.66533338456307,2,0
77.32721186919133,1,0
66.8450110685919,0,0
63.70825001281102,0,0
61.42061805187236,2,0
75.19994860765773,0,1
77.19589307416194,1,0
69.29505111479529,0,0
65.82224591397924,0,0
39.05396928793856,0,0
61.237219142335064,0,0
58.69893045806296,1,0
60.939532293855684,1,0
69.43046087322517,2,0
32.603228328104436,0,0
54.30687946529815,2,0
62.69904354940761,2,0
55.331544539472375,1,0
45.830938868737405,0,0
68.68963486896796,0,0
62.76871905846128,1,0
50.28895429555516,1,1
63.14817204515824,1,0
68.21585712049796,0,0
60.05292646299361,2,0
68.00564803430997,2,0
60.78260175161661,0,0
56.04771017345646,2,0
48.40579483600087,0,0
59.14069233028387,0,0
61.94292938045772,1,1
68.75832761587331,0,0
58.84892531512773,1,0
64.57415606220991,1,0
50.353879862662716,2,0
52.17370844172475,1,0
58.896107009731125,2,0
49.45371536014986,0,0
68.2024783732468,2,0
64.63130329318606,2,0
62.790957643924536,2,0
63.389041252159444,0,0
80.21043561484797,0,0
55.311358120332045,1,0
37.985587144994426,0,0
61.99300196896465,1,0
59.49396459038334,0,0
54.824809574895966,2,0
50.2117014064123,1,0
55.60810478197852,0,0
61.81338429217821,0,0
54.971832993574616,0,0
84.12453679543748,2,0
50.39495618366852,1,0
52.06882637292328,1,0
37.113799599854715,1,0
62.51484415021537,0,0
39.835933722002395,1,0
54.60545366625499,1,0
57.24329465439443,0,0
52.902720341531115,0,0
77.3887267745451,0,0
69.94394391315498,0,0
73.19136876301576,2,1
51.17581181450082,2,0
71.28594064514569,1,0
64.96000946343962,2,0
67.71405948676846,0,0
70.29438828782767,2,1
50.91236754040947,0,0
55.756823790220984,2,0
68.6259601132845,0,0
33.44380907025067,1,1
75.13328082573204,1,0
65.53132064207584,2,0
59.54296039339765,0,0
62.20507655757173,1,0
49.70064716691024,0,0
56.500566354108955,2,0
71.00284338220374,0,0
72.98021972326221,0,0
86.96224052563579,2,0
59.26075333719585,1,0
53.414470331949964,2,0
54.85766034060011,0,0
49.81958124712635,2,0
59.22145244059149,2,0
63.82732430012268,0,0
59.657577194680464,2,0
70.96346845665798,1,0
57.65784198655464,1,0
56.525493475014365,2,0
54.187315231396745,0,0
43.67365473765505,2,0
44.32232275691546,2,0
48.208420693623125,1,0
73.0142807166476,1,0
68.9526027288993,0,0
73.7496406639299,0,0
46.67788345405498,0,0
40.3137531021398,2,0
53.399436798659174,2,0
61.75818953296028,2,0
64.98690274909828,2,0
70.47972155968053,0,1
62.84279670807214,0,0
77.42668780655632,0,0
57.773943190516796,2,0
50.86920781958204,2,0
43.18781784505566,0,0
51.1102864190455,1,0
62.42117960985123,0,0
51.11279742646369,2,0
69.36742463535258,2,0
74.12327706037443,0,1
36.30413094773397,1,0
68.64052300497647,1,0
37.60395941338263,2,0
64.01499055090288,2,0
72.2487056419366,2,0
60.648561063435764,0,0
47.2031082679576,2,0
54.14568795722227,2,0
57.38354554289099,2,0
58.17755216210057,1,0
57.97103159233333,1,0
58.901172206906864,2,0
62.134800489101686,1,0
47.91426346266779,1,0
57.579801701297804,1,0
75.18261170355706,1,0
56.15354576857482,0,0
55.561639068448024,1,0
70.78197303714238,1,0
34.40815333655904,1,0
71.81378601288286,1,1
53.68096241994833,0,0
61.63928572452587,0,0
60.963213559211965,2,0
69.42468119220393,1,0
57.32405253764652,1,0
53.219742184355496,2,0
72.97845790651098,0,0
36.3582618285882,2,1
60.20334181705243,0,0
46.520745773708796,2,0
52.38426611743441,2,0
80.11256681463138,1,0
59.55404573544143,2,0
61.950696971513814,0,0
42.184371442944084,0,0
52.70955341205304,2,1
61.96557400728785,0,0
63.547576931132184,2,0
66.16886554393278,1,0
60.08627898917576,1,0
65.2700420845466,1,1
64.53781912635684,1,0
41.70259588995469,2,0
60.3700572191015,0,0
67.67902407732704,2,0
65.8987982073452,0,0
56.3614119002921,2,0
51.94373492460632,0,0
48.816880756783675,0,0
58.68945988458588,2,0
71.33079879559722,1,0
40.48195898518398,2,0
53.40108270270502,1,0
48.60197544573226,2,0
67.849575212405,0,0
54.45690373428699,1,1
55.293623418452086,0,0
57.83050430063351,0,0
64.45393250894797,0,0
56.076110018503634,2,0
29.538569452000733,0,0
65.43311891387519,2,0
64.39042957672042,1,0
57.804589716687865,0,0
49.159633793280655,1,0
63.517801106813586,1,0
63.792355335355865,2,0
55.29967117299125,1,0
57.83268529424461,2,0
50.698434974756786,2,0
58.21410907912671,1,0
44.49570654916519,1,0
64.17318821031836,1,0
50.556315091757064,2,0
62.38103147832312,2,0
45.940370837321005,1,0
54.0994235413046,2,0
58.895105949340724,1,0
43.39300188130737,2,0
61.15147873140092,2,0
56.208524371200774,0,0
42.57643802190769,0,0
46.967572458876845,1,0
66.05120084082166,0,0
68.95555985551324,2,0
58.68091360220033,1,0
64.04761812040498,0,0
62.23843563312911,1,0
63.29622982127738,1,0
72.85984007080293,2,0
44.930016017857284,0,0
66.76460732361623,2,0
56.1799104442218,1,0
57.7574106574836,1,0
56.9775026954493,1,1
56.24852883338716,0,0
47.73803808216981,2,0
61.83339199257601,2,0
76.70943032788857,0,0
59.43866979551243,2,0
59.98614957264904,2,0
53.12700962843336,1,0
58.825254535818885,1,0
64.6616642603403,1,0
56.29757559295657,0,0
55.46195958947999,1,0
64.03264540163246,2,1
50.81995230180954,0,0
62.52496627076872,2,0
68.20321797261421,0,0
73.59948541679485,2,0
59.09617992723053,0,0
73.67597239806713,2,0
70.34409886481518,1,0
50.03787359628934,0,0
47.82061488406849,2,0
56.95036362145579,2,0
70.28935492594854,2,0
59.27712992439995,2,0
53.99342442342211,1,0
75.5224318004856,1,0
62.869044880033464,0,0
36.794057242092585,0,0
63.171606262926886,2,0
65.20040614570868,0,0
62.25608654471104,2,1
64.49712100231993,0,0
59.327243910770186,0,0
46.81604130355266,2,0
56.29295996779547,1,0
50.543842044437085,2,0
50.67259089205622,1,0
47.36931650897725,0,0
64.52489092639647,1,0
60.97896145412627,2,1
55.51834637319292,0,0
53.50662072269612,1,0
59.76576894978548,1,0
70.79194728112489,2,1
39.957842845010845,0,0
63.768765208508924,0,0
54.54288025982218,1,0
41.15414155020552,1,0
40.542969168360415,1,0
50.872165058647084,0,0
62.19509555793045,1,0
63.930629339800916,1,0
50.610184273222146,0,0
70.17020991413244,0,0
74.22983496516106,2,0
63.9608658495656,0,0
54.08597332191889,0,0
71.24419184510369,2,0
67.55395695663339,0,0
68.67407411354918,2,0
53.43536325028469,0,0
31.654454947252976,2,0
81.16791021483675,1,1
43.89121596550066,1,0
59.64231928139779,1,0
83.8074535121975,2,1
63.30576756274374,1,0
69.49246473558236,0,0
44.976034306182875,2,0
42.223330452662935,0,0
54.67297208020445,0,1
70.907497344345,0,0
56.5375055235269,2,0
52.053636789285015,0,0
61.979672899449675,1,0
70.81935218477265,2,0
45.55059800926628,1,0
47.89457005876648,2,0
52.11330745490634,0,0
70.94638374712092,1,0
62.34821525948732,2,0
81.32153410570444,0,0
69.36445725831116,0,0
59.6490482313033,2,0
72.65077838088766,2,0
62.11497012731878,2,0
52.95078647492555,2,0
66.79974844245102,1,0
53.036733461389176,2,0
57.09602899196133,0,0
73.27782695957983,1,0
58.987185137826,0,0
51.968586126583716,0,0
55.35662308564508,2,1
70.21790585588673,1,0
54.47459326583271,2,0
56.13129153149353,0,0
54.897072603663716,2,0
61.8392549434031,2,0
56.145102396243914,2,0
43.98163951027463,2,0
51.128190581549596,2,0
50.67210958493562,2,0
72.43319384455155,1,0
68.12674042109043,2,0
65.87259379399826,1,0
54.946416827355904,2,0
51.84208458006029,1,0
54.92482398342643,0,0
49.48119897448326,1,0
84.97200391587008,1,0
37.546783516285984,0,0
65.64008535073809,2,0
47.15447702007473,2,0
58.95656508505307,1,0
50.119980575062655,2,0
48.223710375173695,2,0
48.598036990650385,0,0
77.54986153742058,2,0
58.67011577690408,2,0
52.342978055219135,1,0
65.55786964082873,2,0
60.103493145662995,2,0
67.20033759341652,1,0
41.757433440621696,1,0
63.03603904462001,1,0
67.72694837102382,2,0
43.384017088854364,2,0
64.48195284423312,2,0
76.96181572828161,2,0
59.85142296645297,2,0
68.21405937024811,2,0
66.7057045031091,1,0
52.92494302489423,1,0
60.39766734586495,2,0
44.33005289138397,0,0
55.48696962897474,1,0
62.65687974966236,2,0
67.23100493737797,1,1
60.246121252479114,0,0
67.19983730143166,1,0
48.970937870446306,1,0
58.98302725445129,1,0
60.19279384513077,1,0
78.49591246679637,2,0
57.85833343799916,0,0
55.009833620058174,2,0
60.213512238435484,1,0
50.80886555130056,1,0
61.92753849065216,1,0
56.34944783453742,0,0
42.08672451958816,0,0
59.41413448866139,2,0
56.82456906069801,1,0
43.675766979320166,0,0
59.328658453854786,1,0
74.89355962074481,2,0
65.21303748275713,2,0
66.11927192731157,0,0
46.585032744169574,2,0
64.76898368922222,0,0
61.484495813800784,1,0
65.29045238334432,0,0
64.22628621708826,2,0
46.402192744961866,1,0
59.585991884420324,2,0
52.42129139574834,1,0
59.49915905715178,1,0
51.0259907309817,1,0
73.12470367140996,1,0
51.41027611555658,2,0
51.01057843534464,0,0
60.74586406543553,1,0
49.22900930596005,2,0
55.75336697567134,2,0
51.70035402462038,2,0
74.11172063889612,0,0
67.85803826831173,2,0
59.42530481534605,2,0
56.087829478259835,0,0
69.40917614575113,2,0
64.05204080322888,2,0
64.98052404682856,0,0
59.7380776265575,0,0
43.11769972228568,0,0
58.87534017440447,1,0
54.675100807909324,0,0
66.45055273459877,1,0
70.11842432994189,1,0
53.42048955238831,0,0
64.68385234277052,1,0
77.35878997685714,2,0
53.32287279429441,2,0
76.81921740073138,0,1
51.47414152829353,1,0
60.22959755607951,2,0
59.88854388158159,1,1
60.114988998700625,1,0
51.62321958092055,2,0
54.0881689623557,0,0
53.32279713640601,1,0
63.26962595404457,2,1
63.300351145103114,0,0
82.25944331738259,1,0
73.70989006291121,1,0
54.90156757861521,1,0
63.24869615796186,1,0
69.9711798079176,0,0
60.306018243385175,1,0
59.30358421553064,2,0
60.51574942769889,2,0
68.67276628808428,2,0
51.51679477194767,0,0
56.74330531179826,2,0
64.70433144846481,1,0
63.11447071554156,1,0
62.39582759856391,2,0
56.30198833696197,0,1
69.72535789142538,0,0
81.33868247204538,1,0
64.06415493676207,1,0
58.0682329845016,2,0
67.55740288894543,0,0
54.6086736324701,2,0
52.50309655297103,1,0
60.32808747613712,1,1
34.17203367030055,2,0
48.460496363479905,0,0
56.52038144079154,1,0
46.466111418522864,1,0
49.6735689810787,0,0
55.632516625419925,1,0
43.570347064693905,0,0
55.93928203740168,0,0
54.647298354671555,1,0
60.25405208385016,2,0
71.5418403049402,1,0
61.72504416492866,1,0
60.21062021342063,1,0
60.99454457030712,1,0
62.27392775121128,2,1
49.83261351390231,2,0
58.85224675229202,2,0
63.08751241836613,0,0
46.292400174569394,2,0
68.65652922815853,0,0
70.8137603445819,1,0
53.68624011550611,2,0
57.58662208546895,2,0
51.21809657189927,2,0
66.99380483587817,2,0
49.38777712554091,2,0
57.775229897570796,1,0
51.41080092192328,2,0
60.509542770112894,0,0
42.05770728510279,0,0
73.26461642365693,2,0
50.353935757937364,0,0
60.59894683116276,2,0
57.87476955229691,1,0
52.378854880775016,0,0
51.12219863364065,2,0
69.3639854355246,0,0
54.743594068980606,2,0
62.71170184637311,0,0
51.98503114605625,1,0
53.528185681522395,0,0
64.72247150087848,0,0
69.30408496111116,0,0
58.2468359767298,0,0
45.78080128359563,2,0
79.97956079750004,1,0
51.434506917657906,1,0
44.58412600328212,0,0
85.94424587768152,0,0
55.95967706149063,1,1
45.38267311738592,1,0
53.16560233211318,1,0
63.67544896022269,1,0
61.903115575939395,0,0
51.4827080274641,1,0
78.22723600127959,0,1
54.78420322006627,0,0
48.15313409588448,1,0
69.6069339846066,2,0
73.29062846539682,0,0
51.825069023837735,1,0
45.98652706960689,0,0
70.30438267415605,2,0
39.52676386942038,1,0
47.733783406033844,0,0
69.67446150050235,2,0
59.4464745197761,2,0
57.36062651407312,0,1
63.52816606494378,1,0
58.47225576454591,1,0
47.0131327783691,0,0
72.76075346006188,2,0
73.25014052886816,2,0
62.053325637779594,2,0
60.4513401543201,2,0
83.39624806020058,0,0
57.235671549841626,2,0
57.40423018165961,0,0
63.64481249240506,1,0
74.71321956142339,1,0
75.92770754417484,2,0
57.41427368323229,2,0
63.08331245959345,2,0
46.21916532935923,1,1
56.88023892083787,0,0
51.59709604520694,0,0
49.93168247701016,0,0
76.81576716267327,2,0
52.07713338193855,0,0
54.68394091988545,2,0
63.65848787916858,1,0
72.97825266973585,0,0
64.81115126388835,2,0
87.59355114021582,0,0
59.25332021748851,1,1
62.58716440229746,0,0
62.756006739840565,0,0
74.35049386789154,1,0
65.07238951109615,2,0
58.837702996128506,2,0
50.52511405093121,2,0
62.444434559616326,0,0
74.01344831291959,0,0
55.89618206342129,2,0
65.28943618416582,2,0
62.46147788684844,0,0
68.63519658381314,2,0
51.952462593621306,2,0
83.46647030526562,0,1
47.208388929717415,1,0
56.344489100139626,0,0
69.38092540905646,2,0
62.96733172494113,2,0
68.29986159081103,1,1
55.03897666017438,1,0
59.25195017319659,0,0
60.12231983638817,1,0
75.69259614535905,2,0
66.90429024383049,2,0
67.96672108364672,2,0
53.420739074632046,2,0
69.6888263856305,1,0
62.255816635688035,2,0
73.89145315677928,2,0
80.14060154918468,2,0
56.932342239729955,0,0
55.936968695549375,0,0
51.359550088976306,2,0
58.5642048828368,1,0
56.17974551049616,1,0
63.5950439957101,0,0
58.55433183066264,0,0
56.3840071921838,1,0
70.64585136127852,0,0
50.62119768848548,0,0
64.33107953151344,2,0
55.94058272811517,1,0
67.24368504869965,2,0
73.85261546722231,0,0
56.96901746575927,0,0
64.41032907273151,0,0
61.7879286573318,0,0
52.005776004569036,1,1
62.407875097419385,1,0
62.89120505278812,1,0
64.12870820446174,1,0
58.01601103179954,2,0
60.941923003101465,2,0
48.52389055156865,2,0
56.41885924520143,0,0
